,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.type,structureLabel,refDOI.type,refDOI,structureLabel.xml:lang,structure_cas.type,structure_cas,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q5227681,uri,http://www.wikidata.org/entity/Q105244277,literal,Datisca glomerata,literal,RRPAPBCRZGEXTR-SDZYZSMOSA-N,literal,O=C(OC1C(=O)C(O)C(OC1OC2CC3(C)C4CC=C5C(CC(O)C(=O)C5(C)C)C4(C(=O)CC3(C)C2C(O)(C(=O)C=CC(O)(C)C)C)C)C)C,literal,316095-1,literal,Q105244277,literal,10.1039/P19830001333,,,,,
1,uri,http://www.wikidata.org/entity/Q15533257,uri,http://www.wikidata.org/entity/Q105215106,literal,Datisca cannabina,literal,PUICZWZOCHNCBI-QSOFNFLRSA-N,literal,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=CC=CC4O,literal,316093-1,literal,"5,7-dihydroxy-2-(2-hydroxyphenyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",literal,10.1007/BF00577183,en,,,,
2,uri,http://www.wikidata.org/entity/Q15533257,uri,http://www.wikidata.org/entity/Q105215107,literal,Datisca cannabina,literal,PUICZWZOCHNCBI-UHFFFAOYSA-N,literal,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=CC=CC4O,literal,316093-1,literal,"5,7-Dihydroxy-2-(2-hydroxyphenyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",literal,10.1007/BF00575058,en,,,,
3,uri,http://www.wikidata.org/entity/Q5227681,uri,http://www.wikidata.org/entity/Q15410900,literal,Datisca glomerata,literal,NPJICTMALKLTFW-OFUAXYCQSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,literal,316095-1,literal,sitogluside,literal,10.1039/P19830001333,en,literal,474-58-8,literal,CHEMBL506678
4,uri,http://www.wikidata.org/entity/Q5227681,uri,http://www.wikidata.org/entity/Q105327473,literal,Datisca glomerata,literal,XGAZCNFAMDADDW-GQEPCWNGSA-N,literal,O=C(OC1CC(=O)C(OC1OC2CC3(C)C4CC=C5C(CC(O)C(O)C5(C)C)C4(C(=O)CC3(C)C2C(O)(C(=O)C=CC(O)(C)C)C)C)C)C,literal,316095-1,literal,Q105327473,literal,10.1039/P19830001333,,,,,
5,uri,http://www.wikidata.org/entity/Q5227681,uri,http://www.wikidata.org/entity/Q105009044,literal,Datisca glomerata,literal,GIJVJTQJDQMZKO-BSLWQZRHSA-N,literal,O=C(OC1C(OC(C)C(OC(=O)C)C1O)OC2CC3(C)C4CC=C5C(CC(O)C(=O)C5(C)C)C4(C(=O)CC3(C)C2C(O)(C(=O)C=CC(O)(C)C)C)C)C,literal,316095-1,literal,Q105009044,literal,10.1039/P19830001333,,,,,
6,uri,http://www.wikidata.org/entity/Q5227681,uri,http://www.wikidata.org/entity/Q105168994,literal,Datisca glomerata,literal,MOMNFNMQKGMQCR-PAZCQSAMSA-N,literal,O=C(OC1C(=O)C(O)C(OC1OC2CC3(C)C4CC=C5C(CC(O)C(O)C5(C)C)C4(C(=O)CC3(C)C2C(O)(C(=O)C=CC(O)(C)C)C)C)C)C,literal,316095-1,literal,datiscoside B,literal,10.1039/P19830001333,en,,,,
7,uri,http://www.wikidata.org/entity/Q5227681,uri,http://www.wikidata.org/entity/Q15410915,literal,Datisca glomerata,literal,SRPHMISUTWFFKJ-QJNWWGCFSA-N,literal,CC1(C2=CCC3C4(CC(C(C4(CC(=O)C3(C2CC(C1=O)O)C)C)C(C)(C(=O)C=CC(C)(C)O)O)O)C)C,literal,316095-1,literal,cucurbitacin D,literal,10.1039/P19830001333,en,literal,3877-86-9,literal,CHEMBL493646
8,uri,http://www.wikidata.org/entity/Q15533257,uri,http://www.wikidata.org/entity/Q83095590,literal,Datisca cannabina,literal,BBPVLQOHFINNBJ-QSOFNFLRSA-N,literal,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=CC=CC4,literal,316093-1,literal,"4H-1-Benzopyran-4-one, 3-(beta-D-glucopyranosyloxy)-5,7-dihydroxy-2-phenyl-",literal,10.1007/BF00575058,en,literal,68592-14-3,,
9,uri,http://www.wikidata.org/entity/Q15533257,uri,http://www.wikidata.org/entity/Q82232694,literal,Datisca cannabina,literal,BJJCTXDEJUWVIC-UHFFFAOYSA-N,literal,O=C1C(OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)=C(OC=4C=C(O)C=C(O)C14)C=5C=CC=CC5O,literal,316093-1,literal,AC1NYKG7,literal,10.1007/BF00575058,en,literal,16310-92-2,,
10,uri,http://www.wikidata.org/entity/Q15533257,uri,http://www.wikidata.org/entity/Q82232694,literal,Datisca cannabina,literal,BJJCTXDEJUWVIC-UHFFFAOYSA-N,literal,O=C1C(OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)=C(OC=4C=C(O)C=C(O)C14)C=5C=CC=CC5O,literal,316093-1,literal,AC1NYKG7,literal,10.1007/BF00577183,en,literal,16310-92-2,,
11,uri,http://www.wikidata.org/entity/Q15533257,uri,http://www.wikidata.org/entity/Q110081514,literal,Datisca cannabina,literal,AWCXRDFBKSQPEQ-UHFFFAOYSA-N,literal,O=C1C(OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)=C(OC=4C=C(O)C=C(O)C14)C=5C=CC=CC5,literal,316093-1,literal,"5,7-Dihydroxy-2-phenyl-3-[3,4,5-trihydroxy-6-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxymethyl]oxan-2-yl]oxychromen-4-one",literal,10.1007/BF00636012,en,,,,
12,uri,http://www.wikidata.org/entity/Q5227681,uri,http://www.wikidata.org/entity/Q27106263,literal,Datisca glomerata,literal,AOHIGMQGPFTKQX-QZPKXHNASA-N,literal,CC1(C(C(CC2C1=CCC3C2(C(=O)CC4(C3(CC(C4C(C)(C(=O)C=CC(C)(C)O)O)O)C)C)C)O)O)C,literal,316095-1,literal,cucurbitacin f,literal,10.1039/P19830001333,en,literal,5939-57-1,literal,CHEMBL488312
13,uri,http://www.wikidata.org/entity/Q5227681,uri,http://www.wikidata.org/entity/Q105025306,literal,Datisca glomerata,literal,HBHXQUZCTLQSPY-ALNQIMNISA-N,literal,O=C(OC1C(OC(C)C(O)C1OC(=O)C)OC2CC3(C)C4CC=C5C(CC(O)C(O)C5(C)C)C4(C(=O)CC3(C)C2C(O)(C(=O)C=CC(O)(C)C)C)C)C,literal,316095-1,literal,Q105025306,literal,10.1039/P19830001333,,,,,
14,uri,http://www.wikidata.org/entity/Q5227681,uri,http://www.wikidata.org/entity/Q105168192,literal,Datisca glomerata,literal,MMYGYERXPCECHL-RDKSKIDVSA-N,literal,O=C(OC1C(=O)C(C2=CCC3C(C(=O)CC4(C)C(C(OC5OC(CO)C(O)C(O)C5O)CC34C)C(O)(C(=O)C=CC(O)(C)C)C)(C)C2C1)(C)C)C,literal,316095-1,literal,Q105168192,literal,10.1039/P19830001333,,,,,
15,uri,http://www.wikidata.org/entity/Q5227681,uri,http://www.wikidata.org/entity/Q104918539,literal,Datisca glomerata,literal,ATMGAQXVBCBUEX-UJMRFNNYSA-N,literal,O=C(OC(C=CC(=O)C(O)(C)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3C(=O)CC12C)(C)C)C,literal,316095-1,literal,"(9beta,10alpha,23E)-25-Acetoxy-2beta,16alpha,20-trihydroxy-19-norlanosta-5,23-diene-3,11,22-trione",literal,10.1039/P19830001333,en,,,,
16,uri,http://www.wikidata.org/entity/Q15533257,uri,http://www.wikidata.org/entity/Q105029733,literal,Datisca cannabina,literal,HKLUUHOGFLPVLP-UHFFFAOYSA-N,literal,O=C1C(O)=C(OC2=CC(OC)=CC(O)=C12)C=3C=CC=CC3O,literal,316093-1,literal,datin,literal,10.1007/BF00564013,en,,,,
17,uri,http://www.wikidata.org/entity/Q15533257,uri,http://www.wikidata.org/entity/Q105029733,literal,Datisca cannabina,literal,HKLUUHOGFLPVLP-UHFFFAOYSA-N,literal,O=C1C(O)=C(OC2=CC(OC)=CC(O)=C12)C=3C=CC=CC3O,literal,316093-1,literal,datin,literal,10.1007/BF00564012,en,,,,
18,uri,http://www.wikidata.org/entity/Q15533257,uri,http://www.wikidata.org/entity/Q2456591,literal,Datisca cannabina,literal,VCCRNZQBSJXYJD-UHFFFAOYSA-N,literal,C1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,literal,316093-1,literal,galangin,literal,10.1007/BF00575058,en,literal,548-83-4,literal,CHEMBL309490
19,uri,http://www.wikidata.org/entity/Q15533257,uri,http://www.wikidata.org/entity/Q2456591,literal,Datisca cannabina,literal,VCCRNZQBSJXYJD-UHFFFAOYSA-N,literal,C1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,literal,316093-1,literal,galangin,literal,10.1007/BF00577183,en,literal,548-83-4,literal,CHEMBL309490
20,uri,http://www.wikidata.org/entity/Q5227681,uri,http://www.wikidata.org/entity/Q105206469,literal,Datisca glomerata,literal,PDGIZFCBKOFYMF-BSLWQZRHSA-N,literal,O=C(OC1C(OC(C)C(O)C1OC(=O)C)OC2CC3(C)C4CC=C5C(CC(O)C(=O)C5(C)C)C4(C(=O)CC3(C)C2C(O)(C(=O)C=CC(O)(C)C)C)C)C,literal,316095-1,literal,Q105206469,literal,10.1039/P19830001333,,,,,
21,uri,http://www.wikidata.org/entity/Q15533257,uri,http://www.wikidata.org/entity/Q110204831,literal,Datisca cannabina,literal,PQRFZVPEJNZXRT-UHFFFAOYSA-N,literal,O=C1C(OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)=C(OC4=CC(OC)=CC(O)=C14)C=5C=CC=CC5,literal,316093-1,literal,"5-Hydroxy-7-methoxy-2-phenyl-3-[3,4,5-trihydroxy-6-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxymethyl]oxan-2-yl]oxychromen-4-one",literal,10.1007/BF00636012,en,,,,
22,uri,http://www.wikidata.org/entity/Q15533257,uri,http://www.wikidata.org/entity/Q63392116,literal,Datisca cannabina,literal,BJJCTXDEJUWVIC-QHWHWDPRSA-N,literal,O=C1C(OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)=C(OC=4C=C(O)C=C(O)C14)C=5C=CC=CC5O,literal,316093-1,literal,Datiscin,literal,10.1007/BF00577184,en,,,,
23,uri,http://www.wikidata.org/entity/Q5227681,uri,http://www.wikidata.org/entity/Q27106259,literal,Datisca glomerata,literal,IXQKXEUSCPEQRD-DKRGWESNSA-N,literal,CC(=O)OC(C)(C)C=CC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3CC(C(=O)C4(C)C)O)C)C)C)O)O,literal,316095-1,literal,cucurbitacin b,literal,10.1039/P19830001333,en,literal,6199-67-3,literal,CHEMBL508185
24,uri,http://www.wikidata.org/entity/Q15533257,uri,http://www.wikidata.org/entity/Q105213399,literal,Datisca cannabina,literal,PQRFZVPEJNZXRT-DHIFYZEUSA-N,literal,O=C1C(OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)=C(OC4=CC(OC)=CC(O)=C14)C=5C=CC=CC5,literal,316093-1,literal,cannabin,literal,10.1007/BF00564013,en,,,,
25,uri,http://www.wikidata.org/entity/Q5227681,uri,http://www.wikidata.org/entity/Q105312633,literal,Datisca glomerata,literal,WTLKMJVTIFOZNS-RNOLLVQTSA-N,literal,O=C(OC1CC(OC(OC2CC3(C)C4CC=C5C(CC(O)C(=O)C5(C)C)C4(C(=O)CC3(C)C2C(O)(C(=O)C=CC(O)(C)C)C)C)C1OC(=O)C)C)C,literal,316095-1,literal,Q105312633,literal,10.1039/P19830001333,,,,,
26,uri,http://www.wikidata.org/entity/Q15533257,uri,http://www.wikidata.org/entity/Q104919964,literal,Datisca cannabina,literal,AWCXRDFBKSQPEQ-MIJYJHGASA-N,literal,O=C1C(OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)=C(OC=4C=C(O)C=C(O)C14)C=5C=CC=CC5,literal,316093-1,literal,galanginoside,literal,10.1007/BF00564013,en,,,,
